pollster,end_date,sample_size,state,hypothetical,party,candidate_name,pct,end_date_num,num_vote
Siena/NYT,2024-07-11,872,Pennsylvania,0,DEM,Kamala Harris,47,65,410
Siena/NYT,2024-07-11,872,Pennsylvania,0,REP,Donald Trump,48,65,419
Siena/NYT,2024-07-11,872,Pennsylvania,1,DEM,Kamala Harris,40,65,349
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,42,65,366
Siena/NYT,2024-07-11,872,Pennsylvania,1,DEM,Kamala Harris,42,65,366
Siena/NYT,2024-07-11,872,Pennsylvania,1,REP,Donald Trump,43,65,375
Emerson,2024-07-02,1000,Pennsylvania,1,REP,Donald Trump,48,56,480
Emerson,2024-07-02,1000,Georgia,1,REP,Donald Trump,47,56,470
Emerson,2024-07-02,1000,Michigan,1,REP,Donald Trump,45,56,450
Emerson,2024-07-02,1000,Arizona,1,REP,Donald Trump,46,56,460
Emerson,2024-07-02,1000,Wisconsin,1,REP,Donald Trump,47,56,470
Emerson,2024-07-02,1000,Nevada,1,REP,Donald Trump,47,56,470
Marquette Law School,2024-06-20,871,Wisconsin,1,REP,Donald Trump,50,44,436
Marquette Law School,2024-06-20,784,Wisconsin,1,REP,Donald Trump,49,44,384
Marquette Law School,2024-06-20,871,Wisconsin,1,REP,Donald Trump,43,44,375
Marquette Law School,2024-06-20,784,Wisconsin,1,REP,Donald Trump,44,44,345
Emerson,2024-06-19,1000,Missouri,1,REP,Donald Trump,56.7,43,567
Emerson,2024-06-19,1000,Missouri,1,REP,Donald Trump,50.4,43,504
Emerson,2024-06-18,1000,Arizona,1,REP,Donald Trump,52,42,520
Emerson,2024-06-18,1000,Arizona,1,REP,Donald Trump,42.7,42,427
Emerson,2024-06-18,1000,Nevada,1,REP,Donald Trump,49.7,42,497
Emerson,2024-06-18,1000,Nevada,1,REP,Donald Trump,42.1,42,421
Emerson,2024-06-18,1000,Michigan,1,REP,Donald Trump,50.7,42,507
Emerson,2024-06-18,1000,Michigan,1,REP,Donald Trump,44,42,440
Emerson,2024-06-18,1000,Minnesota,1,REP,Donald Trump,49,42,490
Emerson,2024-06-18,1000,Minnesota,1,REP,Donald Trump,41.6,42,416
Emerson,2024-06-18,1000,Pennsylvania,1,REP,Donald Trump,51.1,42,511
Emerson,2024-06-18,1000,Pennsylvania,1,REP,Donald Trump,44.8,42,448
Emerson,2024-06-18,1000,Wisconsin,1,REP,Donald Trump,51.3,42,513
Emerson,2024-06-18,1000,Wisconsin,1,REP,Donald Trump,43.8,42,438
Emerson,2024-06-18,1000,Georgia,1,REP,Donald Trump,52.3,42,523
Emerson,2024-06-18,1000,Georgia,1,REP,Donald Trump,44.9,42,449
YouGov,2024-06-09,1200,Texas,1,REP,Donald Trump,43,33,516
YouGov,2024-06-09,1200,Texas,1,REP,Donald Trump,46,33,552
Marist,2024-06-06,1137,Ohio,1,REP,Donald Trump,48,30,546
Marist,2024-06-06,1181,Pennsylvania,1,REP,Donald Trump,47,30,555
Emerson,2024-05-29,1000,New York,1,REP,Donald Trump,37.6,22,376
Emerson,2024-05-29,1000,New York,1,REP,Donald Trump,44.8,22,448
YouGov,2024-05-16,1181,Florida,1,REP,Donald Trump,54,9,638
YouGov,2024-05-16,1174,Florida,1,REP,Donald Trump,49,9,575
YouGov,2024-05-16,1193,Arizona,1,REP,Donald Trump,52,9,620
YouGov,2024-05-16,1192,Arizona,1,REP,Donald Trump,44,9,524
University of Massachusetts Lowell/YouGov,2024-05-14,600,New Hampshire,1,REP,Donald Trump,36,7,216
Siena/NYT,2024-05-09,626,Arizona,1,REP,Donald Trump,42,2,263
Siena/NYT,2024-05-09,626,Arizona,1,REP,Donald Trump,49,2,307
Siena/NYT,2024-05-09,626,Arizona,1,REP,Donald Trump,44,2,275
Siena/NYT,2024-05-09,626,Arizona,1,REP,Donald Trump,49,2,307
Siena/NYT,2024-05-09,604,Georgia,1,REP,Donald Trump,39,2,236
Siena/NYT,2024-05-09,604,Georgia,1,REP,Donald Trump,49,2,296
Siena/NYT,2024-05-09,604,Georgia,1,REP,Donald Trump,42,2,254
Siena/NYT,2024-05-09,604,Georgia,1,REP,Donald Trump,50,2,302
Siena/NYT,2024-05-09,616,Michigan,1,REP,Donald Trump,38,2,234
Siena/NYT,2024-05-09,616,Michigan,1,REP,Donald Trump,49,2,302
Siena/NYT,2024-05-09,616,Michigan,1,REP,Donald Trump,39,2,240
Siena/NYT,2024-05-09,616,Michigan,1,REP,Donald Trump,46,2,283
Siena/NYT,2024-05-09,614,Nevada,1,REP,Donald Trump,41,2,252
Siena/NYT,2024-05-09,614,Nevada,1,REP,Donald Trump,50,2,307
Siena/NYT,2024-05-09,614,Nevada,1,REP,Donald Trump,44,2,270
Siena/NYT,2024-05-09,614,Nevada,1,REP,Donald Trump,51,2,313
Siena/NYT,2024-05-09,1023,Pennsylvania,1,REP,Donald Trump,40,2,409
Siena/NYT,2024-05-09,1023,Pennsylvania,1,REP,Donald Trump,47,2,481
Siena/NYT,2024-05-09,1023,Pennsylvania,1,REP,Donald Trump,41,2,419
Siena/NYT,2024-05-09,1023,Pennsylvania,1,REP,Donald Trump,48,2,491
Siena/NYT,2024-05-09,614,Wisconsin,1,REP,Donald Trump,38,2,233
Siena/NYT,2024-05-09,614,Wisconsin,1,REP,Donald Trump,45,2,276
Siena/NYT,2024-05-09,614,Wisconsin,1,REP,Donald Trump,40,2,246
Siena/NYT,2024-05-09,614,Wisconsin,1,REP,Donald Trump,47,2,289
Emerson,2024-05-08,1115,Maryland,1,REP,Donald Trump,34.5,1,385
Emerson,2024-05-08,1115,Maryland,1,REP,Donald Trump,32.5,1,362
